alcaldia,colonia,codigo_postal,tipo_poblacion,ult_grado_estudios,estatus_estudios,categoria_profesion,profesion,estado_civil,dependientes_economicos,num_dependientes_economicos,tiempo_buscando_empleo,estatus
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,NA,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON (INCENDIO),TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Técnico,TECNICO EN METALMECANICA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Otros,SECRETARIA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,TAQUIMECANOGRAFA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,5,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,Otros,ASISTENTE EDUCATIVO,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Otros,SECRETARIA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,TURISMO,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR (INCENDIO),TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,NA,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,CONTABILIDAD,PERSONA CASADA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,NA,NA,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,TAQUIMECANOGRAFA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Otros,PROFESORA DE PRIMARIA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Otros,SECRETARIA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,TURISMO,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,DISEÃ‘O DE MODAS,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Otros,ENFERMERA GENERAL,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Otros,GERENTE SUPERVISOR EN LA INDUSTRIA DEL VESTIDO,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR (INCENDIO),TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR (INCENDIO),TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR (INCENDIO),TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,LIC. INFORMATICA,PERSONA SOLTERA,CON DEPENDIENTES,5,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,TRUNCO,Profesionistas,RELACIONES INTERNACIONALES,PERSONA SOLTERA,CON DEPENDIENTES,1,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,NA,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,NA,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED BANQUETON,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,TECNICO DISEÃ‘O IND. DE PATRONES,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Otros,ADMINISTRACION,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Técnico,TECNICO INDUSTRIAL,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,NA,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,PROGRAMACION,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,NA,NA,GASTRONOMIA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. EXCEP. MCDO. MERCED NAVE MAYOR,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,NO APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. PRIOR. MCDO. MERCED NAVE MAYOR (INCENDIO),TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,NA,APROBADO
VENUSTIANO CARRANZA,ZONA CENTRO,15100,POB. VUL. INDIGENAS,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POBLACION GENERAL,POSGRADO,CONCLUIDO,Profesionistas,LICENCIATURA EN GASTRONOMIA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POB. PRIOR. INDIGENAS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,6 MESES A 1 AÑO,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AÑO DE JUAREZ,16440,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,CONTABILIDAD FINANCIERA Y FISCAL,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,ALDAMA,16010,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,NO APROBADO
XOCHIMILCO,ALDAMA,16010,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,PSICOLOGA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,ALDAMA,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
XOCHIMILCO,ALDAMA,16010,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION LA NORIA,16030,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,LICENCIATURA EN DERECHO,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,NINGUNO,NA,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,NINGUNO,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,POSGRADO,TRUNCO,Profesionistas,INTERVENCION CLINICA EN ADULTOS Y GRUPOS,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,PRIMARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AGRICULTORES AFECTADOS,PRIMARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
